100 10
0 1 0.44
0 2 4.92
0 3 1.88
0 4 3.61
0 5 0.47
0 6 3.34
0 7 3.19
0 8 7.36
0 9 2.89
0 10 0.03
0 11 8.55
0 12 0.47
0 13 6.32
0 14 0.57
0 15 0.99
0 16 1.06
0 17 2.30
0 18 1.37
0 19 0.64
0 20 1.88
0 21 2.96
0 22 8.02
0 23 1.95
0 24 0.97
0 25 8.84
0 26 1.90
0 27 5.39
0 28 5.57
0 29 0.64
0 30 8.42
0 31 5.14
0 32 4.46
0 33 3.59
0 34 6.16
0 35 5.82
0 36 0.14
0 37 2.69
0 38 1.37
0 39 7.94
0 40 0.50
0 41 8.48
0 42 0.71
0 43 4.42
0 44 2.20
0 45 7.76
0 46 0.07
0 47 7.27
0 48 1.41
0 49 8.39
0 50 5.34
0 51 0.70
0 52 3.01
0 53 2.58
0 54 7.05
0 55 9.97
0 56 9.53
0 57 3.41
0 58 8.36
0 59 1.19
0 60 9.90
0 61 3.52
0 62 5.23
0 63 0.02
0 64 2.13
0 65 7.14
0 66 7.67
0 67 7.21
0 68 7.43
0 69 6.85
0 70 4.55
0 71 5.84
0 72 8.28
0 73 6.49
0 74 4.61
0 75 1.54
0 76 7.29
0 77 9.41
0 78 1.36
0 79 2.22
0 80 2.87
0 81 5.06
0 82 0.46
0 83 1.88
0 84 4.77
0 85 7.43
0 86 7.39
0 87 3.66
0 88 9.57
0 89 2.76
0 90 2.99
0 91 8.58
0 92 7.03
0 93 5.12
0 94 8.67
0 95 5.65
0 96 1.54
0 97 6.37
0 98 6.12
0 99 2.51
1 2 5.49
1 3 7.47
1 4 7.87
1 5 1.21
1 6 1.16
1 7 5.19
1 8 8.76
1 9 0.72
1 10 0.56
1 11 2.53
1 12 8.49
1 13 8.25
1 14 6.90
1 15 3.63
1 16 1.76
1 17 5.69
1 18 4.50
1 19 8.10
1 20 5.34
1 21 5.92
1 22 1.69
1 23 9.71
1 24 9.04
1 25 7.50
1 26 7.31
1 27 5.36
1 28 7.99
1 29 6.57
1 30 4.45
1 31 4.31
1 32 9.89
1 33 3.76
1 34 0.74
1 35 9.60
1 36 2.68
1 37 5.66
1 38 1.28
1 39 3.82
1 40 9.15
1 41 4.40
1 42 0.13
1 43 0.93
1 44 1.94
1 45 5.06
1 46 5.50
1 47 3.69
1 48 0.28
1 49 8.50
1 50 8.84
1 51 8.68
1 52 3.31
1 53 7.30
1 54 1.05
1 55 8.14
1 56 8.22
1 57 3.51
1 58 9.51
1 59 1.23
1 60 3.25
1 61 8.38
1 62 4.93
1 63 7.79
1 64 5.33
1 65 9.49
1 66 6.98
1 67 2.76
1 68 7.02
1 69 8.92
1 70 9.68
1 71 4.19
1 72 7.81
1 73 6.29
1 74 9.20
1 75 4.61
1 76 5.28
1 77 1.93
1 78 6.93
1 79 4.72
1 80 7.31
1 81 6.44
1 82 7.39
1 83 0.58
1 84 7.13
1 85 4.40
1 86 1.73
1 87 3.34
1 88 0.97
1 89 6.65
1 90 4.19
1 91 7.81
1 92 0.71
1 93 5.38
1 94 8.43
1 95 9.48
1 96 5.85
