100 10
0 1 2.68
0 2 6.53
0 3 1.25
0 4 8.75
0 5 9.26
0 6 2.04
0 7 1.53
0 8 6.56
0 9 9.22
0 10 9.92
0 11 7.16
0 12 6.79
0 13 6.08
0 14 0.03
0 15 7.97
0 16 0.18
0 17 9.02
0 18 7.61
0 19 4.75
0 20 8.82
0 21 2.41
0 22 6.37
0 23 4.15
0 24 8.16
0 25 4.86
0 26 8.78
0 27 0.88
0 28 7.35
0 29 4.38
0 30 0.66
0 31 2.69
0 32 2.09
0 33 5.12
0 34 8.13
0 35 0.75
0 36 0.21
0 37 4.97
0 38 1.58
0 39 6.99
0 40 4.00
0 41 8.71
0 42 3.15
0 43 5.19
0 44 4.51
0 45 4.16
0 46 5.95
0 47 2.80
0 48 9.40
0 49 6.81
0 50 4.09
0 51 6.37
0 52 9.87
0 53 2.90
0 54 8.02
0 55 2.19
0 56 5.86
0 57 4.72
0 58 7.38
0 59 2.11
0 60 2.23
0 61 2.52
0 62 1.32
0 63 2.05
0 64 9.03
0 65 1.14
0 66 8.59
0 67 3.95
0 68 5.61
0 69 4.78
0 70 6.77
0 71 0.31
0 72 7.95
0 73 2.17
0 74 9.12
0 75 2.83
0 76 3.18
0 77 2.60
0 78 2.01
0 79 5.37
0 80 9.59
0 81 7.58
0 82 9.46
0 83 1.00
0 84 7.72
0 85 5.69
0 86 5.20
0 87 8.63
0 88 0.45
0 89 3.63
0 90 4.31
0 91 1.77
0 92 9.52
0 93 1.70
0 94 7.18
0 95 6.03
0 96 7.94
0 97 0.06
0 98 6.07
0 99 3.90
1 2 4.49
1 3 7.35
1 4 9.00
1 5 2.36
1 6 9.95
1 7 2.88
1 8 8.70
1 9 0.82
1 10 0.02
1 11 3.06
1 12 9.92
1 13 0.43
1 14 5.22
1 15 2.67
1 16 7.20
1 17 5.26
1 18 9.03
1 19 0.29
1 20 3.55
1 21 7.33
1 22 6.76
1 23 2.83
1 24 7.45
1 25 8.03
1 26 7.62
1 27 3.19
1 28 7.66
1 29 6.48
1 30 6.33
1 31 3.68
1 32 0.77
1 33 8.69
1 34 2.45
1 35 6.37
1 36 0.98
1 37 7.45
1 38 7.09
1 39 3.99
1 40 6.72
1 41 10.00
1 42 3.24
1 43 4.41
1 44 8.66
1 45 5.46
1 46 4.50
1 47 1.29
1 48 6.16
1 49 5.03
1 50 8.14
1 51 8.23
1 52 1.30
1 53 2.96
1 54 7.74
1 55 0.32
1 56 4.03
1 57 4.07
1 58 1.69
1 59 6.46
1 60 5.43
1 61 5.17
1 62 6.54
1 63 5.19
1 64 2.30
1 65 7.64
1 66 8.99
1 67 7.13
1 68 5.81
1 69 7.11
1 70 5.39
1 71 3.72
1 72 5.45
1 73 4.00
1 74 2.36
1 75 6.37
1 76 5.19
1 77 4.97
1 78 9.98
1 79 9.35
1 80 4.86
1 81 4.27
1 82 9.73
1 83 0.18
1 84 4.91
1 85 4.66
1 86 9.21
1 87 7.75
1 88 5.21
1 89 9.10
1 90 4.22
1 91 3.63
1 92 2.26
1 93 2.30
1 94 3.64
1 95 6.14
1 96 8.04
1 97 0.03
1 98 1.72
1 99 4.53
2 3 9.50
2 4 2.31
2 5 8.75
2 6 9.59
2 7 2.43
2 8 5.97
2 9 9.83
2 10 8.73
2 11 1.87
2 12 8.27
2 13 7.14
2 14 9.30
2 15 8.27
2 16 7.03
2 17 7.54
2 18 8.31
2 19 7.54
2 20 7.18
2 21 1.76
2 22 7.03
2 23 1.08
2 24 7.91
2 25 0.48
2 26 8.25
2 27 9.33
2 28 0.16
2 29 6.58
2 30 7.69
2 31 1.51
2 32 5.58
