100 10
0 1 4.25
0 2 4.68
0 3 4.82
0 4 6.24
0 5 3.90
0 6 2.34
0 7 2.04
0 8 4.10
0 9 6.94
0 10 6.88
0 11 8.53
0 12 9.82
0 13 7.41
0 14 2.13
0 15 8.54
0 16 9.57
0 17 7.90
0 18 2.23
0 19 0.23
0 20 2.74
0 21 0.87
0 22 5.18
0 23 6.31
0 24 3.93
0 25 5.38
0 26 0.33
0 27 1.53
0 28 1.91
0 29 2.54
0 30 9.58
0 31 2.36
0 32 4.67
0 33 5.59
0 34 3.95
0 35 6.96
0 36 4.42
0 37 7.02
0 38 7.12
0 39 8.29
0 40 9.13
0 41 5.88
0 42 4.37
0 43 1.21
0 44 2.35
0 45 9.92
0 46 0.09
0 47 4.77
0 48 6.56
0 49 0.44
0 50 8.99
0 51 2.58
0 52 2.65
0 53 5.20
0 54 5.63
0 55 4.09
0 56 9.95
0 57 3.46
0 58 2.60
0 59 8.94
0 60 2.53
0 61 4.26
0 62 1.61
0 63 2.76
0 64 8.64
0 65 0.38
0 66 9.51
0 67 8.93
0 68 2.14
0 69 3.58
0 70 7.20
0 71 1.20
0 72 9.91
0 73 4.82
0 74 8.95
0 75 8.11
0 76 6.91
0 77 8.71
0 78 2.09
0 79 4.14
0 80 6.31
0 81 2.20
0 82 3.18
0 83 1.51
0 84 1.36
0 85 2.91
0 86 9.99
0 87 7.06
0 88 3.38
0 89 9.40
0 90 3.32
0 91 9.95
0 92 6.48
0 93 9.21
0 94 7.75
0 95 7.46
0 96 7.66
0 97 5.18
0 98 2.49
0 99 0.19
1 2 5.99
1 3 9.59
1 4 7.33
1 5 7.17
1 6 2.68
1 7 7.81
1 8 2.27
1 9 6.40
1 10 9.68
1 11 5.30
1 12 4.73
1 13 8.00
1 14 0.07
1 15 8.46
1 16 7.01
1 17 8.05
1 18 5.19
1 19 1.50
1 20 2.27
1 21 7.66
1 22 7.61
1 23 9.85
1 24 6.84
1 25 6.62
1 26 7.08
1 27 6.81
1 28 2.73
1 29 3.77
1 30 1.56
1 31 9.90
1 32 1.23
1 33 3.14
1 34 5.79
1 35 8.21
1 36 6.71
1 37 1.29
1 38 4.84
1 39 3.97
1 40 0.53
1 41 3.10
1 42 5.98
1 43 0.35
1 44 8.28
1 45 8.30
1 46 1.45
1 47 1.30
1 48 2.69
1 49 2.62
1 50 2.36
1 51 4.90
1 52 6.52
1 53 4.39
1 54 4.85
1 55 2.41
1 56 8.65
1 57 4.37
1 58 4.02
1 59 9.68
1 60 1.92
1 61 4.42
1 62 7.86
1 63 5.90
1 64 2.27
1 65 0.97
1 66 1.67
1 67 5.33
1 68 0.31
1 69 5.14
1 70 4.60
1 71 4.18
1 72 9.41
1 73 4.33
1 74 1.40
1 75 3.74
1 76 5.31
1 77 2.83
1 78 9.87
1 79 8.94
1 80 8.36
1 81 0.74
1 82 0.21
1 83 2.74
1 84 7.22
1 85 1.13
1 86 2.80
1 87 8.10
1 88 9.15
1 89 9.09
1 90 4.99
1 91 1.67
1 92 4.36
1 93 0.17
1 94 7.48
1 95 0.74
1 96 2.37
1 97 4.01
1 98 2.46
1 99 1.83
2 3 4.05
2 4 9.80
2 5 7.49
2 6 9.70
2 7 2.50
2 8 3.06
2 9 7.57
2 10 0.73
2 11 9.78
2 12 6.39
2 13 5.86
2 14 7.81
2 15 7.35
2 16 1.12
2 17 8.07
2 18 1.96
2 19 1.08
2 20 9.08
2 21 7.61
2 22 2.54
2 23 8.00
2 24 5.81
2 25 8.96
2 26 9.57
2 27 4.34
2 28 2.40
2 29 3.13
2 30 9.42
2 31 4.57
2 32 9.53
2 33 3.93
2 34 5.69
2 35 8.37
2 36 5.46
2 37 0.55
2 38 3.71
2 39 1.82
2 40 7.86
2 41 3.82
2 42 2.94
2 43 4.66
2 44 0.84
2 45 7.35
2 46 4.07
2 47 3.47
2 48 1.87
2 49 1.61
2 50 5.92
2 51 5.90
2 52 2.09
2 53 8.06
2 54 3.05
2 55 7.02
2 56 5.84
2 57 4.45
2 58 4.83
2 59 8.61
2 60 9.31
2 61 7.73
2 62 2.95
2 63 1.06
2 64 7.00
2 65 9.82
2 66 7.90
