100 10
0 1 3.55
0 2 1.58
0 3 7.94
0 4 6.72
0 5 5.50
0 6 6.44
0 7 4.49
0 8 4.29
0 9 9.30
0 10 2.43
0 11 2.08
0 12 1.76
0 13 3.15
0 14 6.19
0 15 3.41
0 16 8.05
0 17 2.10
0 18 5.33
0 19 3.45
0 20 6.80
0 21 6.70
0 22 4.92
0 23 0.65
0 24 0.59
0 25 0.72
0 26 7.83
0 27 0.07
0 28 9.11
0 29 1.55
0 30 9.02
0 31 7.16
0 32 5.52
0 33 1.80
0 34 8.32
0 35 0.29
0 36 0.71
0 37 4.14
0 38 7.15
0 39 5.96
0 40 8.44
0 41 8.47
0 42 9.57
0 43 3.67
0 44 8.80
0 45 1.77
0 46 6.80
0 47 8.35
0 48 0.65
0 49 7.93
0 50 1.69
0 51 5.22
0 52 8.79
0 53 9.85
0 54 9.55
0 55 8.94
0 56 1.65
0 57 1.41
0 58 6.81
0 59 5.18
0 60 6.18
0 61 7.47
0 62 8.09
0 63 7.64
0 64 6.37
0 65 8.65
0 66 2.43
0 67 3.04
0 68 2.94
0 69 7.95
0 70 0.47
0 71 7.73
0 72 7.35
0 73 3.23
0 74 5.61
0 75 8.97
0 76 7.90
0 77 7.51
0 78 9.61
0 79 9.43
0 80 4.81
0 81 1.72
0 82 8.49
0 83 6.70
0 84 0.46
0 85 6.34
0 86 3.94
0 87 8.99
0 88 6.80
0 89 2.69
0 90 5.15
0 91 5.71
0 92 0.57
0 93 3.87
0 94 6.99
0 95 1.99
0 96 8.64
0 97 8.35
0 98 5.08
0 99 9.99
1 2 6.01
1 3 8.54
1 4 7.61
1 5 4.77
1 6 6.81
1 7 6.50
1 8 6.02
1 9 2.08
1 10 4.18
1 11 1.40
1 12 9.67
1 13 9.93
1 14 6.40
1 15 2.52
1 16 4.93
1 17 4.46
1 18 2.87
1 19 1.04
1 20 8.69
1 21 5.98
1 22 1.76
1 23 2.66
1 24 5.33
1 25 7.21
1 26 9.32
1 27 8.31
1 28 6.64
1 29 2.56
1 30 4.38
1 31 7.93
1 32 2.21
1 33 3.80
1 34 1.39
1 35 8.27
1 36 5.33
1 37 1.31
1 38 9.36
1 39 1.00
1 40 4.87
1 41 5.27
1 42 2.77
1 43 8.57
1 44 1.31
1 45 9.99
1 46 0.49
1 47 5.90
1 48 7.40
1 49 5.27
1 50 7.13
1 51 6.53
1 52 0.63
1 53 1.57
1 54 5.11
1 55 9.63
1 56 5.60
1 57 8.44
1 58 6.44
1 59 6.96
1 60 9.07
1 61 1.21
1 62 2.32
1 63 9.95
1 64 7.65
1 65 7.78
1 66 9.43
1 67 5.61
1 68 3.43
1 69 5.44
1 70 9.23
1 71 1.06
1 72 4.27
1 73 4.55
1 74 0.46
1 75 4.16
1 76 2.70
1 77 6.26
1 78 9.16
1 79 2.61
1 80 9.30
1 81 9.87
1 82 1.68
1 83 4.76
1 84 9.09
1 85 4.15
1 86 3.05
1 87 6.31
1 88 9.52
1 89 5.72
1 90 5.83
1 91 4.22
1 92 6.26
1 93 7.00
1 94 0.86
1 95 3.17
1 96 7.07
1 97 6.27
1 98 4.15
1 99 1.19
2 3 9.64
2 4 4.79
2 5 9.00
2 6 4.00
2 7 3.73
2 8 0.73
2 9 0.73
2 10 7.69
2 11 5.35
2 12 4.89
2 13 4.18
2 14 8.48
2 15 5.69
2 16 1.96
2 17 0.00
2 18 3.66
2 19 1.27
2 20 0.18
2 21 1.03
2 22 0.86
2 23 5.00
2 24 5.72
2 25 2.99
2 26 4.77
2 27 3.00
2 28 2.17
2 29 2.97
2 30 5.38
2 31 2.68
2 32 3.66
2 33 0.10
2 34 9.80
2 35 1.97
2 36 5.28
2 37 1.59
2 38 4.52
2 39 6.43
2 40 1.55
2 41 5.64
2 42 3.33
2 43 6.77
2 44 0.79
2 45 8.94
2 46 8.98
2 47 2.68
2 48 8.26
2 49 6.73
2 50 7.77
2 51 3.71
2 52 1.13
2 53 8.80
2 54 2.40
2 55 9.39
2 56 8.41
2 57 8.38
2 58 5.19
2 59 6.89
2 60 8.49
2 61 8.20
2 62 8.90
2 63 5.68
2 64 6.16
2 65 4.17
2 66 8.79
2 67 2.34
2 68 6.03
2 69 2.93
2 70 1.22
2 71 2.67
2 72 7.14
2 73 8.33
2 74 9.81
2 75 0.51
2 76 8.19
2 77 9.35
2 78 8.58
2 79 3.85
2 80 9.17
2 81 1.99
2 82 3.65
2 83 2.70
2 84 5.27
2 85 9.15
2 86 3.94
2 87 1.86
2 88 3.95
2 89 4.53
2 90 7.18
2 91 1.68
2 92 9.06
2 93 1.13
2 94 2.62
2 95 0.11
2 96 0.58
2 97 4.62
2 98 3.87
2 99 6.35
3 4 9.16
3 5 6.21
3 6 1.19
