100 10
0 1 4.88
0 2 3.50
0 3 4.92
0 4 2.03
0 5 6.93
0 6 1.12
0 7 6.27
0 8 3.28
0 9 6.56
0 10 9.31
0 11 4.81
0 12 3.81
0 13 1.59
0 14 7.39
0 15 7.35
0 16 9.62
0 17 0.28
0 18 3.04
0 19 1.92
0 20 3.36
0 21 0.26
0 22 8.53
0 23 1.92
0 24 0.56
0 25 5.71
0 26 5.62
0 27 7.72
0 28 7.10
0 29 6.13
0 30 2.58
0 31 7.10
0 32 8.12
0 33 6.82
0 34 3.43
0 35 5.25
0 36 4.94
0 37 3.94
0 38 4.01
0 39 8.02
0 40 3.68
0 41 0.11
0 42 6.33
0 43 4.10
0 44 0.41
0 45 8.86
0 46 9.47
0 47 9.07
0 48 3.01
0 49 9.03
0 50 0.57
0 51 4.74
0 52 9.28
0 53 4.94
0 54 2.04
0 55 6.62
0 56 5.59
0 57 0.29
0 58 6.81
0 59 2.21
0 60 3.18
0 61 4.35
0 62 6.28
0 63 3.76
0 64 0.52
0 65 7.06
0 66 5.28
0 67 5.19
0 68 9.61
0 69 8.43
0 70 5.74
0 71 5.33
0 72 4.17
0 73 5.73
0 74 4.13
0 75 1.10
0 76 0.91
0 77 0.12
0 78 9.25
0 79 1.12
0 80 9.95
0 81 7.81
0 82 1.18
0 83 9.21
0 84 3.99
0 85 8.95
0 86 7.41
0 87 7.87
0 88 5.94
0 89 9.85
0 90 2.88
0 91 4.64
0 92 1.95
0 93 4.18
0 94 9.38
0 95 1.33
0 96 6.88
0 97 4.80
0 98 0.29
0 99 8.04
1 2 3.39
1 3 0.34
1 4 0.07
1 5 2.80
1 6 4.09
1 7 4.37
1 8 2.45
1 9 4.40
1 10 0.08
1 11 4.59
1 12 6.67
1 13 2.84
1 14 3.14
1 15 7.74
1 16 0.74
1 17 1.10
1 18 6.81
1 19 4.36
1 20 6.72
1 21 2.06
1 22 6.44
1 23 5.86
1 24 2.29
1 25 1.73
1 26 0.97
1 27 0.31
1 28 4.43
1 29 4.23
1 30 5.76
1 31 3.21
1 32 7.23
1 33 4.63
1 34 3.60
1 35 3.72
1 36 9.70
1 37 8.75
1 38 0.31
1 39 0.14
1 40 9.24
1 41 8.10
1 42 5.07
1 43 0.99
1 44 4.51
1 45 2.54
1 46 5.69
1 47 0.89
1 48 8.27
1 49 9.57
1 50 6.41
1 51 0.79
1 52 0.54
1 53 3.74
1 54 3.32
1 55 6.84
1 56 8.85
1 57 4.93
1 58 1.83
1 59 5.16
1 60 7.27
1 61 9.69
1 62 2.01
1 63 0.43
1 64 1.16
1 65 2.54
1 66 6.87
1 67 4.86
1 68 2.90
1 69 9.68
1 70 4.00
1 71 3.18
1 72 9.39
1 73 9.20
1 74 7.24
1 75 2.21
1 76 3.07
1 77 0.55
1 78 8.88
1 79 2.47
1 80 9.50
1 81 3.90
1 82 1.35
1 83 7.11
1 84 2.85
1 85 8.87
1 86 7.67
1 87 4.09
1 88 1.93
1 89 7.82
1 90 3.70
1 91 8.04
1 92 2.59
1 93 9.12
1 94 1.25
1 95 8.97
1 96 5.85
1 97 7.77
1 98 8.39
1 99 3.33
2 3 5.83
2 4 1.12
2 5 6.95
2 6 9.93
2 7 0.14
2 8 1.70
2 9 9.10
2 10 4.75
2 11 7.65
2 12 6.18
2 13 0.23
2 14 2.35
2 15 4.04
2 16 2.39
2 17 9.48
2 18 2.35
2 19 6.37
2 20 7.11
2 21 7.54
2 22 4.86
2 23 3.58
2 24 2.02
2 25 0.91
2 26 5.74
2 27 0.60
2 28 3.93
2 29 6.17
2 30 0.52
2 31 8.35
2 32 9.95
2 33 3.50
2 34 7.72
2 35 4.73
2 36 4.34
2 37 6.06
2 38 6.64
2 39 5.84
2 40 1.26
2 41 0.94
2 42 9.85
2 43 3.38
2 44 3.79
2 45 8.69
