100 10
0 1 2.83
0 2 3.74
0 3 2.57
0 4 1.71
0 5 0.31
0 6 6.74
0 7 4.37
0 8 9.57
0 9 6.94
0 10 1.15
0 11 2.07
0 12 5.01
0 13 4.26
0 14 3.14
0 15 5.07
0 16 2.30
0 17 7.46
0 18 9.68
0 19 2.81
0 20 4.28
0 21 3.06
0 22 5.23
0 23 0.62
0 24 1.47
0 25 7.67
0 26 7.03
0 27 9.76
0 28 2.02
0 29 2.59
0 30 6.51
0 31 5.52
0 32 7.71
0 33 2.08
0 34 9.04
0 35 7.08
0 36 5.19
0 37 2.55
0 38 6.60
0 39 1.52
0 40 9.86
0 41 9.29
0 42 5.61
0 43 0.72
0 44 3.05
0 45 0.00
0 46 7.96
0 47 0.01
0 48 6.13
0 49 9.68
0 50 9.92
0 51 9.46
0 52 9.27
0 53 5.06
0 54 0.66
0 55 0.10
0 56 9.89
0 57 8.01
0 58 4.20
0 59 9.23
0 60 9.03
0 61 4.73
0 62 2.21
0 63 1.52
0 64 3.37
0 65 5.81
0 66 2.15
0 67 0.76
0 68 6.81
0 69 7.95
0 70 9.77
0 71 9.64
0 72 6.00
0 73 5.13
0 74 1.55
0 75 0.68
0 76 6.17
0 77 0.98
0 78 5.32
0 79 6.04
0 80 1.54
0 81 8.78
0 82 7.06
0 83 8.58
0 84 7.32
0 85 0.27
0 86 3.87
0 87 0.92
0 88 6.01
0 89 7.26
0 90 9.39
0 91 1.21
0 92 3.44
0 93 5.62
0 94 7.79
0 95 3.26
0 96 1.70
0 97 1.94
0 98 6.79
0 99 5.68
1 2 1.45
1 3 3.11
1 4 3.05
1 5 3.24
1 6 4.48
1 7 2.66
1 8 8.37
1 9 6.25
1 10 2.58
1 11 0.06
1 12 2.95
1 13 8.52
1 14 1.32
1 15 5.25
1 16 9.19
1 17 0.12
1 18 4.98
1 19 8.21
1 20 0.50
1 21 7.17
1 22 4.72
1 23 6.75
1 24 6.82
1 25 4.22
1 26 1.39
1 27 0.32
1 28 0.55
1 29 5.24
1 30 6.68
1 31 4.43
1 32 5.04
1 33 1.70
1 34 4.33
1 35 2.47
1 36 7.39
1 37 3.90
1 38 8.44
1 39 5.69
1 40 8.56
1 41 9.59
1 42 0.43
1 43 9.60
1 44 0.26
1 45 9.80
1 46 4.03
1 47 0.64
1 48 2.86
1 49 0.00
1 50 6.77
1 51 0.57
1 52 0.50
1 53 6.63
1 54 5.85
1 55 4.79
1 56 8.43
1 57 2.41
1 58 4.21
1 59 6.39
1 60 4.58
1 61 5.23
1 62 0.33
1 63 1.55
1 64 4.88
1 65 3.52
1 66 2.68
1 67 5.69
1 68 6.03
1 69 4.64
1 70 9.97
1 71 0.29
1 72 2.10
1 73 0.61
1 74 5.68
1 75 2.09
1 76 4.01
1 77 0.96
1 78 9.44
1 79 8.28
1 80 0.21
1 81 4.83
1 82 0.59
1 83 4.49
1 84 9.96
1 85 6.12
1 86 6.04
1 87 3.09
1 88 5.01
1 89 8.45
1 90 1.33
1 91 6.20
1 92 0.15
1 93 6.96
1 94 3.05
1 95 8.23
1 96 4.21
1 97 6.39
1 98 5.49
1 99 0.13
2 3 2.21
2 4 2.33
2 5 5.75
2 6 5.78
2 7 4.28
2 8 8.16
2 9 3.60
2 10 0.52
2 11 3.71
2 12 7.38
2 13 7.06
2 14 6.67
2 15 8.30
2 16 0.73
2 17 8.17
2 18 8.28
2 19 7.49
2 20 9.33
2 21 2.55
2 22 5.62
2 23 5.31
2 24 2.42
2 25 5.47
2 26 4.25
2 27 9.76
2 28 0.80
2 29 0.48
2 30 5.31
2 31 9.83
2 32 0.93
2 33 4.78
2 34 2.86
2 35 2.54
2 36 2.66
2 37 7.44
2 38 2.99
2 39 2.20
2 40 6.61
2 41 5.71
2 42 9.46
2 43 8.68
2 44 0.90
2 45 6.31
2 46 0.55
2 47 0.95
2 48 2.05
2 49 2.39
2 50 1.12
2 51 7.07
2 52 5.71
2 53 7.48
2 54 4.98
2 55 4.39
2 56 4.51
2 57 9.59
2 58 0.42
2 59 5.64
2 60 1.71
2 61 3.43
2 62 7.43
2 63 4.05
2 64 6.80
2 65 9.39
2 66 0.98
2 67 6.52
2 68 9.98
2 69 4.22
2 70 5.30
2 71 7.97
2 72 2.42
2 73 3.62
2 74 3.25
2 75 3.75
2 76 5.37
2 77 6.47
2 78 9.57
2 79 7.19
2 80 9.52
2 81 7.32
2 82 2.19
2 83 2.95
2 84 7.34
2 85 9.83
2 86 8.28
2 87 3.59
2 88 4.84
2 89 6.96
2 90 7.23
2 91 0.89
2 92 1.32
2 93 6.49
2 94 6.02
2 95 6.15
2 96 1.51
2 97 9.78
2 98 7.59
2 99 2.96
3 4 0.71
3 5 3.09
3 6 7.16
3 7 1.61
3 8 4.27
3 9 7.81
3 10 7.88
3 11 3.62
3 12 1.92
3 13 3.05
3 14 5.70
3 15 8.18
3 16 2.11
3 17 3.17
3 18 1.57
3 19 7.29
3 20 2.29
3 21 5.43
3 22 7.79
3 23 1.65
3 24 5.54
3 25 1.32
3 26 8.34
3 27 4.66
3 28 4.26
3 29 3.04
3 30 4.90
3 31 6.89
3 32 3.54
3 33 2.39
3 34 8.18
3 35 7.24
3 36 3.29
3 37 1.99
3 38 0.56
3 39 1.20
3 40 1.65
3 41 1.48
3 42 5.31
3 43 6.41
3 44 2.35
3 45 0.90
3 46 9.18
3 47 1.65
3 48 9.26
3 49 6.43
3 50 4.36
3 51 6.79
3 52 4.78
3 53 0.67
3 54 3.45
3 55 0.02
3 56 7.00
3 57 4.97
3 58 8.27
3 59 3.03
3 60 2.21
3 61 4.42
3 62 7.93
3 63 3.71
3 64 4.25
3 65 6.51
3 66 3.22
3 67 6.41
3 68 8.66
3 69 5.03
3 70 4.58
3 71 4.77
3 72 5.95
3 73 2.47
3 74 0.75
3 75 3.57
3 76 2.05
3 77 5.21
3 78 2.10
3 79 8.99
3 80 1.04
3 81 9.93
3 82 9.79
3 83 7.50
3 84 4.72
3 85 9.59
3 86 9.92
3 87 5.92
3 88 7.66
3 89 6.43
3 90 0.35
3 91 0.57
3 92 3.32
3 93 7.04
3 94 4.59
3 95 5.45
3 96 1.22
3 97 3.74
3 98 9.82
3 99 6.06
4 5 5.94
4 6 9.13
4 7 4.55
4 8 4.17
4 9 2.10
4 10 6.67
4 11 9.51
4 12 3.26
4 13 2.11
4 14 7.46
4 15 2.85
4 16 3.72
4 17 2.91
4 18 6.62
4 19 5.05
4 20 8.97
4 21 5.33
4 22 5.25
4 23 7.80
4 24 8.35
4 25 6.88
4 26 2.89
4 27 3.61
4 28 7.09
4 29 4.89
4 30 2.27
4 31 7.92
4 32 4.94
4 33 5.76
4 34 1.53
4 35 4.78
4 36 1.09
4 37 6.59
4 38 4.00
4 39 4.87
4 40 6.92
4 41 6.38
4 42 1.54
4 43 3.37
4 44 0.28
4 45 1.90
4 46 4.77
4 47 3.28
4 48 9.24
4 49 9.08
4 50 2.15
4 51 9.34
4 52 0.92
4 53 4.66
4 54 6.85
4 55 7.23
4 56 3.03
4 57 6.34
4 58 0.88
4 59 5.12
4 60 4.89
4 61 9.00
4 62 1.16
4 63 1.45
4 64 3.41
4 65 9.77
4 66 6.57
4 67 3.45
4 68 6.36
4 69 5.99
4 70 6.48
4 71 2.68
4 72 8.91
4 73 1.99
4 74 4.87
4 75 2.78
4 76 7.08
4 77 8.63
4 78 2.13
4 79 4.16
4 80 6.58
4 81 7.26
4 82 3.07
4 83 4.62
4 84 8.10
4 85 0.37
4 86 8.28
4 87 4.76
4 88 9.63
4 89 3.21
4 90 1.94
4 91 7.52
4 92 1.66
4 93 7.63
4 94 8.24
4 95 1.88
4 96 7.11
4 97 7.31
4 98 8.79
4 99 9.60
5 6 3.73
5 7 7.55
