100 10
0 1 8.00
0 2 3.29
0 3 5.14
0 4 3.16
0 5 0.57
0 6 5.73
0 7 4.15
0 8 1.71
0 9 6.17
0 10 0.82
0 11 0.47
0 12 9.13
0 13 1.24
0 14 2.77
0 15 7.57
0 16 7.33
0 17 2.05
0 18 5.74
0 19 2.07
0 20 8.54
0 21 7.87
0 22 6.47
0 23 3.20
0 24 4.34
0 25 8.60
0 26 4.02
0 27 1.84
0 28 8.70
0 29 5.12
0 30 0.44
0 31 3.65
0 32 2.68
0 33 1.88
0 34 4.12
0 35 1.90
0 36 8.78
0 37 2.36
0 38 7.56
0 39 0.37
0 40 5.71
0 41 6.57
0 42 4.19
0 43 7.34
0 44 4.97
0 45 8.57
0 46 0.09
0 47 3.27
0 48 2.69
0 49 8.57
0 50 7.64
0 51 0.55
0 52 7.24
0 53 7.89
0 54 5.72
0 55 7.23
0 56 2.71
0 57 4.18
0 58 4.95
0 59 9.62
0 60 5.11
0 61 3.88
0 62 5.29
0 63 8.94
0 64 6.17
0 65 8.22
0 66 5.81
0 67 2.69
0 68 6.64
0 69 4.42
0 70 2.12
0 71 4.29
0 72 8.72
0 73 1.02
0 74 5.95
0 75 7.17
0 76 0.99
0 77 0.53
0 78 2.34
0 79 6.98
0 80 4.56
0 81 9.18
0 82 1.86
0 83 1.86
0 84 6.47
0 85 5.97
0 86 9.30
0 87 1.33
0 88 7.84
0 89 7.70
0 90 7.33
0 91 4.78
0 92 5.04
0 93 6.13
0 94 4.03
0 95 6.94
0 96 5.86
0 97 7.19
0 98 7.13
0 99 6.15
1 2 0.90
1 3 5.22
1 4 5.77
1 5 0.61
1 6 1.68
1 7 7.69
1 8 0.27
1 9 1.78
1 10 8.26
1 11 1.88
1 12 7.80
1 13 6.54
1 14 9.38
1 15 1.21
1 16 2.07
1 17 1.34
1 18 7.43
1 19 1.91
1 20 4.38
1 21 3.81
1 22 6.66
1 23 3.89
1 24 8.46
1 25 7.14
1 26 7.92
1 27 7.90
1 28 0.17
1 29 5.29
1 30 0.62
1 31 9.55
1 32 7.92
1 33 3.67
1 34 9.24
1 35 9.76
1 36 5.39
1 37 0.20
1 38 3.15
1 39 5.22
1 40 9.95
1 41 7.22
1 42 0.08
1 43 6.37
1 44 9.03
1 45 6.36
1 46 7.23
1 47 1.65
1 48 0.20
1 49 9.87
1 50 0.12
1 51 8.86
1 52 3.25
1 53 3.47
1 54 3.27
1 55 1.76
1 56 5.37
1 57 5.47
1 58 3.10
1 59 1.69
1 60 2.74
1 61 5.39
1 62 6.02
1 63 6.66
1 64 1.12
1 65 3.01
1 66 0.00
1 67 6.25
1 68 6.04
1 69 9.39
1 70 5.84
1 71 5.18
1 72 3.18
1 73 9.42
1 74 7.13
1 75 6.18
1 76 8.57
1 77 1.54
1 78 7.84
1 79 5.91
1 80 6.67
1 81 4.77
1 82 4.79
1 83 8.57
1 84 1.26
1 85 4.73
1 86 1.60
1 87 2.04
1 88 4.09
1 89 8.05
1 90 0.87
1 91 2.51
1 92 8.28
1 93 4.67
1 94 0.75
1 95 6.76
1 96 2.59
1 97 7.46
1 98 7.94
1 99 1.56
2 3 9.52
2 4 5.94
2 5 3.09
2 6 9.91
2 7 8.71
2 8 1.40
2 9 8.22
2 10 7.51
2 11 8.76
2 12 4.13
2 13 8.59
2 14 2.07
2 15 6.26
2 16 8.93
2 17 8.38
2 18 0.25
2 19 7.28
2 20 7.38
2 21 1.69
2 22 4.68
2 23 2.44
2 24 2.26
2 25 6.79
2 26 6.54
2 27 0.78
2 28 8.30
2 29 9.13
2 30 6.44
2 31 5.30
2 32 3.02
2 33 4.66
2 34 9.37
2 35 0.06
2 36 1.54
2 37 0.38
2 38 6.80
2 39 1.43
2 40 4.68
2 41 8.30
2 42 5.57
2 43 9.47
2 44 6.31
2 45 3.27
2 46 3.94
2 47 7.82
2 48 7.19
2 49 9.77
2 50 6.08
2 51 1.03
2 52 3.46
2 53 9.32
2 54 3.35
2 55 9.64
2 56 7.03
2 57 3.52
2 58 1.60
2 59 8.82
2 60 8.60
2 61 8.07
2 62 9.63
2 63 4.85
2 64 5.68
2 65 0.41
2 66 6.98
2 67 7.61
2 68 9.88
2 69 1.75
2 70 8.02
2 71 7.79
2 72 6.47
2 73 2.00
2 74 4.50
2 75 4.77
2 76 5.36
2 77 3.69
2 78 7.77
2 79 1.76
2 80 9.14
2 81 8.10
2 82 3.76
2 83 1.73
2 84 6.55
2 85 8.10
2 86 9.62
2 87 6.40
2 88 7.05
2 89 2.82
2 90 1.41
2 91 1.23
2 92 8.84
2 93 1.92
2 94 5.68
2 95 2.40
2 96 3.35
2 97 5.96
2 98 1.81
2 99 6.25
3 4 7.97
3 5 4.74
3 6 9.01
3 7 1.99
3 8 8.54
3 9 7.00
3 10 0.59
3 11 8.78
3 12 5.41
3 13 9.40
3 14 7.58
3 15 8.25
3 16 3.36
3 17 4.55
3 18 4.84
3 19 0.23
3 20 2.08
3 21 9.32
3 22 4.89
3 23 4.91
3 24 4.96
3 25 9.88
3 26 9.72
3 27 5.03
3 28 6.62
3 29 6.03
3 30 6.34
3 31 6.69
3 32 1.11
3 33 8.32
3 34 9.83
3 35 8.77
3 36 1.74
3 37 3.16
3 38 5.94
3 39 1.29
3 40 8.85
3 41 1.77
3 42 0.10
3 43 9.91
3 44 6.94
3 45 3.24
3 46 1.95
3 47 2.05
3 48 0.93
3 49 4.54
3 50 3.41
3 51 9.10
3 52 2.00
3 53 5.72
3 54 2.46
3 55 5.59
3 56 4.02
3 57 7.18
3 58 1.27
3 59 8.58
3 60 5.93
