100 10
0 1 5.65
0 2 2.49
0 3 1.31
0 4 1.19
0 5 4.86
0 6 6.70
0 7 4.60
0 8 6.34
0 9 0.30
0 10 1.10
0 11 0.06
0 12 1.86
0 13 1.68
0 14 0.26
0 15 0.84
0 16 3.17
0 17 3.27
0 18 9.58
0 19 0.27
0 20 2.31
0 21 2.44
0 22 8.55
0 23 6.30
0 24 1.79
0 25 6.43
0 26 7.48
0 27 0.24
0 28 6.28
0 29 3.70
0 30 6.69
0 31 5.88
0 32 0.27
0 33 6.94
0 34 6.08
0 35 8.83
0 36 5.20
0 37 9.85
0 38 4.50
0 39 0.57
0 40 5.70
0 41 5.54
0 42 8.03
0 43 4.76
0 44 8.62
0 45 9.80
0 46 1.08
0 47 6.66
0 48 0.12
0 49 8.37
0 50 1.40
0 51 6.63
0 52 7.24
0 53 0.48
0 54 6.58
0 55 8.52
0 56 1.41
0 57 9.00
0 58 8.17
0 59 0.86
0 60 5.28
0 61 8.79
0 62 4.43
0 63 10.00
0 64 3.78
0 65 8.84
0 66 3.72
0 67 1.81
0 68 1.74
0 69 2.69
0 70 7.49
0 71 5.09
0 72 0.82
0 73 0.66
0 74 2.33
0 75 7.53
0 76 6.51
0 77 0.95
0 78 6.33
0 79 8.49
0 80 7.91
0 81 2.27
0 82 5.70
0 83 6.86
0 84 5.88
0 85 6.31
0 86 0.12
0 87 8.97
0 88 3.18
0 89 5.71
0 90 0.40
0 91 6.19
0 92 5.20
0 93 2.97
0 94 8.31
0 95 0.70
0 96 4.39
0 97 4.46
0 98 2.57
0 99 2.36
1 2 7.28
1 3 3.63
1 4 1.99
1 5 6.88
1 6 9.92
1 7 4.14
1 8 8.78
1 9 0.21
1 10 4.08
1 11 3.14
1 12 4.34
1 13 1.39
1 14 7.26
1 15 8.44
1 16 3.75
1 17 0.89
1 18 7.53
1 19 3.28
1 20 3.30
1 21 4.22
1 22 1.11
1 23 4.43
1 24 0.93
1 25 2.86
1 26 1.03
1 27 5.93
1 28 7.25
1 29 3.82
1 30 8.56
1 31 3.54
1 32 2.13
1 33 0.89
1 34 9.22
1 35 6.48
1 36 5.75
1 37 0.23
1 38 3.63
1 39 4.14
1 40 0.92
1 41 3.72
1 42 0.75
1 43 3.48
1 44 6.91
1 45 4.33
1 46 3.12
1 47 4.17
1 48 3.60
1 49 1.36
1 50 2.42
1 51 4.11
1 52 7.35
1 53 1.60
1 54 6.72
1 55 9.97
1 56 2.35
1 57 4.74
1 58 5.11
1 59 2.78
1 60 5.97
1 61 8.12
1 62 1.21
1 63 3.76
1 64 1.06
1 65 6.08
1 66 3.59
1 67 4.72
1 68 0.31
1 69 5.50
1 70 0.58
1 71 2.47
1 72 5.34
1 73 1.56
1 74 5.28
1 75 1.91
1 76 9.42
1 77 6.13
1 78 9.77
1 79 4.38
1 80 7.57
1 81 4.60
1 82 4.65
1 83 5.91
1 84 5.09
1 85 5.40
1 86 1.31
1 87 7.19
1 88 5.55
1 89 3.47
1 90 9.58
1 91 8.60
1 92 9.55
1 93 4.91
1 94 1.76
1 95 7.74
1 96 6.41
1 97 0.12
1 98 9.94
1 99 7.85
2 3 0.49
2 4 6.09
2 5 3.48
2 6 3.03
2 7 1.14
2 8 9.57
2 9 9.41
2 10 3.59
2 11 0.52
2 12 4.38
2 13 3.65
2 14 0.33
2 15 5.21
2 16 6.64
2 17 2.96
2 18 8.37
2 19 4.30
2 20 8.44
2 21 0.68
2 22 4.62
2 23 2.87
2 24 9.22
2 25 1.42
2 26 5.58
2 27 2.24
2 28 4.02
2 29 5.31
2 30 1.96
2 31 8.62
2 32 6.87
2 33 9.09
2 34 6.73
2 35 3.86
2 36 4.39
2 37 1.84
2 38 6.00
2 39 6.10
2 40 9.05
2 41 7.02
2 42 5.73
2 43 8.30
2 44 1.52
2 45 9.95
2 46 7.11
2 47 0.11
2 48 1.51
2 49 7.04
2 50 2.66
2 51 1.46
2 52 4.42
