100 10
0 1 6.75
0 2 6.82
0 3 6.98
0 4 9.06
0 5 3.71
0 6 4.52
0 7 2.49
0 8 1.73
0 9 4.81
0 10 8.48
0 11 0.14
0 12 3.07
0 13 3.75
0 14 3.41
0 15 5.39
0 16 7.64
0 17 0.45
0 18 9.93
0 19 0.83
0 20 7.44
0 21 0.19
0 22 0.05
0 23 2.45
0 24 9.72
0 25 7.30
0 26 1.87
0 27 5.41
0 28 9.12
0 29 2.67
0 30 7.56
0 31 8.41
0 32 6.05
0 33 6.45
0 34 6.26
0 35 2.12
0 36 1.97
0 37 1.55
0 38 5.28
0 39 1.48
0 40 0.46
0 41 4.28
0 42 9.17
0 43 9.94
0 44 7.16
0 45 4.96
0 46 4.38
0 47 6.60
0 48 4.10
0 49 4.21
0 50 5.63
0 51 1.28
0 52 2.31
0 53 5.18
0 54 2.26
0 55 9.11
0 56 9.71
0 57 9.27
0 58 4.50
0 59 1.74
0 60 9.54
0 61 5.08
0 62 1.64
0 63 3.03
0 64 1.96
0 65 8.88
0 66 0.15
0 67 5.09
0 68 5.02
0 69 8.67
0 70 3.29
0 71 0.69
0 72 8.37
0 73 9.16
0 74 0.59
0 75 8.92
0 76 3.69
0 77 2.47
0 78 7.69
0 79 4.78
0 80 9.63
0 81 5.08
0 82 7.01
0 83 2.51
0 84 5.56
0 85 9.25
0 86 3.44
0 87 0.54
0 88 2.28
0 89 6.69
0 90 1.16
0 91 1.86
0 92 9.58
0 93 5.47
0 94 8.56
0 95 7.41
0 96 2.63
0 97 7.77
0 98 4.90
0 99 4.04
1 2 3.69
1 3 9.77
1 4 1.88
1 5 0.65
1 6 8.91
1 7 6.52
1 8 6.40
1 9 7.37
1 10 0.38
1 11 9.78
1 12 5.08
1 13 6.39
1 14 4.29
1 15 5.24
1 16 3.65
1 17 1.87
1 18 1.99
1 19 2.10
1 20 7.91
1 21 4.21
1 22 4.69
1 23 9.26
1 24 2.71
1 25 5.86
1 26 0.58
1 27 4.50
1 28 9.34
1 29 8.24
1 30 2.18
1 31 2.69
1 32 8.80
1 33 6.99
1 34 7.82
1 35 3.90
1 36 5.18
1 37 5.69
1 38 3.13
1 39 1.29
1 40 0.99
1 41 3.24
1 42 1.05
1 43 4.77
1 44 3.75
1 45 5.24
1 46 7.63
1 47 9.01
1 48 4.71
1 49 3.05
1 50 7.12
1 51 0.09
1 52 5.19
1 53 6.67
1 54 0.46
1 55 3.39
1 56 6.30
1 57 2.61
1 58 6.29
1 59 2.75
1 60 3.96
1 61 0.90
1 62 8.00
1 63 9.94
1 64 0.74
1 65 0.57
1 66 7.12
1 67 8.50
1 68 5.96
1 69 9.34
1 70 9.42
1 71 1.22
1 72 1.48
1 73 1.76
1 74 5.24
1 75 6.90
1 76 0.81
1 77 7.04
1 78 5.13
1 79 9.92
1 80 9.67
1 81 0.51
1 82 8.51
1 83 0.21
1 84 5.57
1 85 6.49
1 86 6.26
1 87 8.52
1 88 7.64
1 89 7.02
1 90 3.50
1 91 8.64
1 92 6.96
1 93 7.63
1 94 0.05
1 95 3.53
1 96 0.30
1 97 0.43
1 98 4.94
1 99 8.90
2 3 4.11
2 4 9.00
2 5 0.61
2 6 7.05
2 7 4.55
2 8 8.14
2 9 1.39
2 10 0.25
2 11 0.22
2 12 7.85
2 13 2.13
2 14 0.85
2 15 7.21
2 16 4.52
2 17 9.32
2 18 5.81
2 19 7.23
2 20 4.36
2 21 9.73
2 22 7.97
2 23 2.29
2 24 5.03
2 25 8.26
2 26 3.09
2 27 9.26
2 28 1.97
2 29 2.15
2 30 0.40
2 31 5.80
2 32 1.71
2 33 9.41
2 34 1.62
2 35 0.92
2 36 0.66
2 37 6.08
2 38 4.01
2 39 0.30
2 40 6.85
2 41 9.76
2 42 8.59
2 43 3.78
2 44 3.46
2 45 7.29
2 46 6.34
2 47 3.94
2 48 3.84
2 49 0.62
2 50 4.89
2 51 4.97
2 52 0.68
2 53 1.06
2 54 8.16
2 55 1.84
2 56 2.76
2 57 9.14
2 58 8.88
2 59 2.01
2 60 7.95
2 61 3.82
2 62 5.01
2 63 6.57
2 64 6.48
2 65 6.06
2 66 2.48
2 67 5.73
2 68 8.14
2 69 0.54
2 70 4.36
2 71 4.32
2 72 9.50
2 73 0.94
2 74 5.62
2 75 1.60
2 76 2.73
2 77 1.41
2 78 6.78
2 79 4.99
2 80 1.42
2 81 4.27
2 82 3.98
2 83 9.12
2 84 7.08
2 85 9.57
2 86 7.22
2 87 2.07
2 88 1.44
2 89 8.82
2 90 7.34
2 91 9.87
2 92 7.52
2 93 6.80
2 94 4.38
2 95 9.31
2 96 7.89
2 97 1.53
2 98 2.94
2 99 1.21
3 4 4.06
3 5 0.64
3 6 4.48
3 7 1.72
3 8 5.72
3 9 5.52
3 10 8.94
3 11 1.03
3 12 8.06
3 13 5.68
3 14 3.93
3 15 4.26
3 16 0.38
3 17 2.21
3 18 0.34
3 19 0.78
3 20 6.63
3 21 8.23
3 22 5.13
3 23 0.13
3 24 4.28
3 25 3.13
3 26 4.22
3 27 4.97
3 28 5.47
3 29 0.42
3 30 6.21
3 31 8.37
3 32 3.71
3 33 8.95
3 34 8.87
3 35 1.38
3 36 1.02
3 37 1.95
3 38 5.14
3 39 8.71
3 40 1.80
3 41 3.08
3 42 6.39
3 43 4.29
3 44 8.80
3 45 3.33
3 46 8.40
3 47 4.60
3 48 1.56
3 49 9.89
3 50 2.65
3 51 3.75
3 52 7.79
3 53 1.91
3 54 8.98
3 55 1.74
3 56 3.61
3 57 3.80
3 58 8.81
3 59 0.32
3 60 8.13
3 61 4.09
3 62 4.46
3 63 5.10
3 64 4.52
3 65 8.71
3 66 1.13
3 67 6.55
3 68 9.11
3 69 5.94
3 70 8.19
3 71 8.06
3 72 9.10
3 73 8.34
3 74 8.62
3 75 4.10
3 76 9.21
3 77 2.62
3 78 6.07
3 79 3.19
3 80 7.37
3 81 3.76
3 82 1.93
3 83 9.10
3 84 8.22
3 85 2.86
3 86 7.35
3 87 7.57
3 88 5.72
