100 10
0 1 8.35
0 2 5.07
0 3 8.21
0 4 5.23
0 5 7.26
0 6 3.43
0 7 7.68
0 8 8.99
0 9 0.58
0 10 0.84
0 11 3.61
0 12 2.14
0 13 0.14
0 14 1.99
0 15 0.35
0 16 4.89
0 17 2.91
0 18 4.79
0 19 2.75
0 20 8.18
0 21 7.87
0 22 7.31
0 23 1.37
0 24 7.50
0 25 3.77
0 26 8.25
0 27 5.85
0 28 7.63
0 29 8.84
0 30 5.68
0 31 9.59
0 32 1.50
0 33 5.52
0 34 8.98
0 35 1.92
0 36 5.31
0 37 3.24
0 38 9.30
0 39 7.76
0 40 7.18
0 41 7.09
0 42 9.32
0 43 8.57
0 44 6.55
0 45 4.35
0 46 4.68
0 47 9.96
0 48 4.78
0 49 8.35
0 50 8.04
0 51 7.27
0 52 7.63
0 53 2.89
0 54 8.94
0 55 5.98
0 56 3.14
0 57 5.36
0 58 2.95
0 59 6.87
0 60 5.46
0 61 4.45
0 62 2.04
0 63 4.19
0 64 9.43
0 65 2.97
0 66 9.07
0 67 9.36
0 68 4.86
0 69 5.53
0 70 6.33
0 71 1.30
0 72 1.87
0 73 4.12
0 74 7.48
0 75 3.53
0 76 8.78
0 77 4.56
0 78 4.35
0 79 2.22
0 80 6.26
0 81 6.35
0 82 4.79
0 83 3.14
0 84 1.01
0 85 0.67
0 86 2.16
0 87 6.06
0 88 1.95
0 89 1.24
0 90 0.11
0 91 9.95
0 92 5.35
0 93 5.21
0 94 4.04
0 95 7.38
0 96 5.39
0 97 3.22
0 98 3.09
0 99 9.25
1 2 5.96
1 3 3.07
1 4 5.38
1 5 4.12
1 6 5.07
1 7 0.33
1 8 8.01
1 9 8.80
1 10 0.62
1 11 6.75
1 12 7.10
1 13 8.88
1 14 5.27
1 15 0.15
1 16 4.26
1 17 7.20
1 18 1.53
1 19 2.06
1 20 1.26
1 21 7.20
1 22 5.46
1 23 1.02
1 24 8.39
1 25 7.63
1 26 6.43
1 27 4.11
1 28 5.27
1 29 8.78
1 30 0.94
1 31 5.10
1 32 9.66
1 33 6.00
1 34 8.46
1 35 5.39
1 36 8.28
1 37 3.04
1 38 5.37
1 39 7.00
1 40 8.90
1 41 4.46
1 42 8.48
1 43 5.77
1 44 8.52
1 45 7.82
1 46 5.87
1 47 9.31
1 48 8.59
1 49 0.51
1 50 4.78
1 51 1.06
1 52 0.18
1 53 1.34
1 54 0.32
1 55 4.65
1 56 3.89
1 57 9.56
1 58 0.53
1 59 1.62
1 60 0.76
1 61 5.00
1 62 2.29
1 63 3.12
1 64 6.98
