100 10
0 1 2.64
0 2 7.94
0 3 7.94
0 4 3.16
0 5 8.18
0 6 4.27
0 7 7.65
0 8 8.03
0 9 7.19
0 10 7.80
0 11 2.54
0 12 7.43
0 13 4.86
0 14 5.06
0 15 7.92
0 16 9.52
0 17 6.30
0 18 1.29
0 19 0.80
0 20 6.58
0 21 3.00
0 22 3.14
0 23 8.10
0 24 8.07
0 25 7.26
0 26 3.53
0 27 6.66
0 28 2.26
0 29 9.57
0 30 5.79
0 31 10.00
0 32 6.34
0 33 8.36
0 34 7.92
0 35 1.84
0 36 0.62
0 37 8.58
0 38 1.41
0 39 2.12
0 40 4.54
0 41 9.28
0 42 6.87
0 43 1.62
0 44 5.79
0 45 6.70
0 46 1.88
0 47 5.83
0 48 2.67
0 49 7.48
0 50 7.55
0 51 1.70
0 52 1.44
0 53 8.14
0 54 4.98
0 55 6.30
0 56 6.45
0 57 9.97
0 58 2.37
0 59 2.06
0 60 2.03
0 61 8.55
0 62 0.05
0 63 0.63
0 64 4.11
0 65 6.17
0 66 8.67
0 67 2.18
0 68 7.22
0 69 5.56
0 70 7.15
0 71 5.52
0 72 2.07
0 73 4.23
0 74 7.07
0 75 4.11
0 76 8.20
0 77 8.25
0 78 0.44
0 79 0.54
0 80 1.13
0 81 4.39
0 82 5.36
0 83 6.35
0 84 7.35
0 85 9.41
0 86 0.51
0 87 2.68
0 88 5.33
0 89 5.63
0 90 0.17
0 91 9.20
0 92 4.80
0 93 4.07
0 94 1.27
0 95 2.54
0 96 2.13
0 97 8.80
0 98 6.00
0 99 4.31
1 2 9.35
1 3 7.77
1 4 4.93
1 5 9.97
1 6 0.66
1 7 9.14
1 8 9.50
1 9 5.34
1 10 4.20
1 11 7.82
1 12 9.55
1 13 9.35
1 14 9.24
1 15 4.68
1 16 5.17
1 17 2.58
1 18 6.64
1 19 8.48
1 20 7.10
1 21 9.26
1 22 7.29
1 23 1.53
1 24 6.41
1 25 7.18
1 26 0.75
1 27 4.16
1 28 1.58
1 29 1.24
1 30 2.11
1 31 7.72
1 32 5.56
1 33 6.97
1 34 7.15
1 35 3.44
1 36 1.94
1 37 4.03
1 38 5.06
1 39 0.23
1 40 9.69
1 41 7.47
1 42 2.24
1 43 3.25
1 44 7.96
1 45 9.60
1 46 7.67
1 47 9.36
1 48 2.02
1 49 6.75
1 50 9.08
1 51 3.05
1 52 1.12
1 53 3.37
1 54 7.66
1 55 1.43
1 56 5.64
1 57 3.86
1 58 4.74
1 59 3.65
1 60 4.02
1 61 5.62
1 62 4.25
1 63 4.77
1 64 4.84
1 65 5.61
1 66 3.56
1 67 9.96
1 68 2.87
1 69 1.94
1 70 3.73
1 71 8.33
1 72 0.77
1 73 2.98
1 74 4.52
1 75 6.83
1 76 7.33
1 77 3.30
1 78 8.46
1 79 9.50
1 80 8.77
1 81 9.75
1 82 1.26
1 83 3.30
1 84 5.01
1 85 7.11
1 86 1.32
1 87 7.67
1 88 7.04
1 89 7.58
1 90 7.91
1 91 8.38
1 92 5.86
1 93 5.23
1 94 3.34
1 95 0.02
1 96 1.99
1 97 9.10
1 98 9.13
1 99 9.55
2 3 1.64
2 4 1.15
2 5 0.94
2 6 9.40
2 7 5.64
2 8 9.23
2 9 9.09
2 10 7.36
2 11 7.18
2 12 5.72
2 13 1.49
2 14 5.11
2 15 4.90
2 16 8.15
2 17 9.74
2 18 9.65
2 19 3.80
2 20 3.32
2 21 2.58
2 22 5.39
2 23 0.29
2 24 2.42
2 25 6.60
2 26 7.85
2 27 6.61
2 28 7.08
2 29 9.37
2 30 3.45
2 31 5.95
2 32 6.26
2 33 3.32
2 34 1.17
2 35 9.22
2 36 3.32
2 37 5.65
2 38 1.19
2 39 9.88
2 40 7.25
2 41 9.70
2 42 5.31
2 43 9.57
2 44 9.53
2 45 4.19
2 46 3.01
2 47 6.81
2 48 5.68
2 49 6.94
2 50 5.41
2 51 1.81
2 52 3.05
2 53 6.40
2 54 0.42
2 55 4.31
2 56 0.91
2 57 6.95
2 58 7.72
2 59 1.78
2 60 5.67
2 61 9.91
2 62 1.88
2 63 0.76
2 64 2.68
2 65 6.27
2 66 9.69
2 67 9.78
2 68 7.26
2 69 4.53
2 70 3.10
2 71 2.23
2 72 8.44
2 73 7.42
2 74 4.43
2 75 6.59
2 76 0.15
2 77 3.45
2 78 7.18
2 79 1.59
2 80 9.25
2 81 1.64
2 82 1.79
2 83 2.33
2 84 1.53
2 85 7.88
2 86 8.48
2 87 8.98
2 88 9.01
2 89 5.13
2 90 2.02
2 91 9.97
2 92 7.35
2 93 3.98
2 94 1.93
2 95 7.32
2 96 9.33
2 97 9.02
2 98 6.44
2 99 2.13
3 4 5.03
