100 10
0 1 1.74
0 2 7.77
0 3 1.00
0 4 9.29
0 5 6.40
0 6 7.65
0 7 0.23
0 8 6.35
0 9 6.16
0 10 6.75
0 11 7.13
0 12 9.71
0 13 2.48
0 14 3.50
0 15 9.62
0 16 5.78
0 17 6.15
0 18 9.61
0 19 8.22
0 20 0.69
0 21 6.35
0 22 4.88
0 23 2.33
0 24 4.12
0 25 8.15
0 26 8.00
0 27 0.24
0 28 2.45
0 29 2.61
0 30 2.63
0 31 8.90
0 32 1.44
0 33 2.02
0 34 8.34
0 35 6.16
0 36 5.14
0 37 4.03
0 38 7.69
0 39 2.78
0 40 3.27
0 41 0.72
0 42 1.38
0 43 3.50
0 44 6.81
0 45 3.25
0 46 7.39
0 47 5.93
0 48 1.09
0 49 1.32
0 50 1.02
0 51 5.73
0 52 1.77
0 53 5.58
0 54 9.99
0 55 5.46
0 56 6.89
0 57 9.67
0 58 2.03
0 59 9.33
0 60 0.98
0 61 7.24
0 62 8.14
0 63 7.35
0 64 8.45
0 65 2.98
0 66 4.32
0 67 5.42
0 68 9.60
0 69 3.63
0 70 6.26
0 71 0.07
0 72 8.47
0 73 8.62
0 74 5.48
0 75 0.06
0 76 8.83
0 77 1.27
0 78 4.84
0 79 3.46
0 80 3.39
0 81 9.07
0 82 5.48
0 83 0.44
0 84 8.36
0 85 1.27
0 86 7.39
0 87 2.43
0 88 5.01
0 89 0.04
0 90 1.33
0 91 2.90
0 92 1.46
0 93 0.41
0 94 2.47
0 95 2.08
0 96 9.12
0 97 4.28
0 98 6.86
0 99 6.25
1 2 2.46
1 3 5.32
1 4 5.05
1 5 2.55
1 6 4.07
1 7 4.81
1 8 1.95
1 9 1.52
1 10 0.10
1 11 9.65
1 12 7.56
1 13 0.24
1 14 0.23
1 15 6.81
1 16 8.79
1 17 3.10
1 18 0.78
1 19 1.14
1 20 4.75
1 21 3.39
1 22 1.20
1 23 1.56
1 24 9.89
1 25 0.03
1 26 2.30
1 27 4.79
1 28 6.60
1 29 0.34
1 30 2.16
1 31 2.34
1 32 5.19
1 33 5.31
1 34 7.71
1 35 0.01
1 36 0.27
1 37 1.98
1 38 8.11
1 39 6.96
1 40 0.81
1 41 2.18
1 42 4.69
1 43 8.18
1 44 4.57
1 45 9.42
1 46 9.62
1 47 8.82
1 48 6.56
1 49 8.53
1 50 0.55
1 51 1.10
1 52 4.98
1 53 4.22
1 54 7.96
1 55 2.55
1 56 7.10
1 57 4.07
1 58 9.70
1 59 9.24
1 60 6.45
1 61 6.55
1 62 8.22
1 63 7.77
1 64 7.65
1 65 1.15
1 66 6.01
1 67 3.76
1 68 8.82
1 69 7.76
1 70 0.43
1 71 1.49
1 72 7.53
1 73 5.57
1 74 2.81
1 75 6.07
1 76 5.65
1 77 6.90
1 78 4.60
1 79 3.18
1 80 0.30
1 81 5.19
1 82 9.46
1 83 7.83
1 84 0.05
1 85 6.81
1 86 7.29
1 87 7.79
1 88 6.15
1 89 2.29
1 90 9.41
1 91 8.10
1 92 2.62
1 93 8.98
1 94 8.68
1 95 3.97
1 96 1.72
1 97 5.06
1 98 7.23
1 99 4.59
2 3 5.94
2 4 3.37
2 5 2.46
2 6 6.76
2 7 1.31
2 8 2.69
2 9 3.64
2 10 9.52
2 11 1.42
2 12 4.33
2 13 5.45
2 14 2.97
2 15 8.56
2 16 1.80
2 17 5.56
2 18 3.47
2 19 6.29
2 20 8.75
2 21 2.43
2 22 6.53
2 23 2.01
2 24 8.94
2 25 0.80
2 26 1.76
2 27 0.89
2 28 7.20
2 29 0.61
2 30 3.81
2 31 7.29
2 32 9.20
2 33 9.42
2 34 8.66
2 35 8.03
2 36 7.14
2 37 1.91
2 38 8.23
2 39 6.84
2 40 1.64
2 41 6.09
2 42 8.22
2 43 2.56
2 44 4.27
2 45 8.04
2 46 1.18
2 47 2.49
2 48 3.05
2 49 9.86
2 50 4.14
2 51 1.03
2 52 8.24
2 53 7.47
2 54 4.75
2 55 0.89
2 56 2.97
2 57 9.96
2 58 2.29
2 59 6.83
2 60 6.70
2 61 7.27
2 62 0.51
2 63 6.26
2 64 7.55
2 65 0.16
2 66 2.57
2 67 8.20
2 68 1.08
2 69 6.88
2 70 5.50
2 71 2.74
2 72 1.13
2 73 2.25
2 74 7.70
2 75 6.77
2 76 2.83
2 77 1.90
2 78 8.57
2 79 7.63
2 80 6.67
2 81 3.56
2 82 6.87
2 83 2.83
2 84 3.72
2 85 5.21
2 86 6.01
2 87 0.14
2 88 8.18
2 89 4.45
2 90 0.40
2 91 5.45
2 92 9.16
2 93 5.88
2 94 4.00
2 95 2.62
2 96 4.20
2 97 4.58
2 98 0.82
2 99 5.13
3 4 7.60
3 5 2.36
3 6 6.67
3 7 9.36
3 8 7.99
3 9 3.32
3 10 6.31
3 11 4.50
3 12 5.14
3 13 2.14
3 14 8.24
3 15 0.75
3 16 7.69
3 17 8.91
3 18 3.21
3 19 3.40
3 20 2.86
3 21 6.74
3 22 9.20
3 23 1.33
3 24 5.13
3 25 5.62
3 26 7.33
3 27 4.85
3 28 7.22
3 29 4.24
3 30 0.46
3 31 4.76
3 32 3.82
3 33 8.53
3 34 8.30
3 35 5.55
3 36 0.04
3 37 8.47
3 38 6.63
3 39 0.04
3 40 2.46
3 41 0.34
3 42 7.00
3 43 8.22
3 44 1.58
3 45 3.13
3 46 7.77
3 47 5.62
3 48 4.55
3 49 7.44
3 50 1.67
3 51 2.25
3 52 0.29
3 53 4.79
3 54 8.72
3 55 2.89
3 56 9.52
3 57 7.24
3 58 1.42
3 59 8.45
3 60 2.14
3 61 8.74
3 62 8.32
3 63 6.36
3 64 5.74
3 65 8.01
3 66 3.93
3 67 9.83
3 68 0.67
3 69 5.91
3 70 0.32
3 71 4.31
3 72 6.19
3 73 8.72
3 74 1.79
3 75 3.65
3 76 2.54
3 77 8.93
3 78 2.83
3 79 9.35
3 80 0.81
3 81 2.67
3 82 6.54
3 83 4.59
3 84 0.38
3 85 9.23
