500 50
0 1 3.55
0 2 1.58
0 3 7.94
0 4 6.72
0 5 5.5
0 6 6.44
0 7 4.49
0 8 4.29
0 9 9.3
0 10 2.43
0 11 2.08
0 12 1.76
0 13 3.15
0 14 6.19
0 15 3.41
0 16 8.05
0 17 2.1
0 18 5.33
0 19 3.45
0 20 6.8
0 21 6.7
0 22 4.92
0 23 0.65
0 24 0.59
0 25 0.72
0 26 7.83
0 27 0.07
0 28 9.11
0 29 1.55
0 30 9.02
0 31 7.16
0 32 5.52
0 33 1.8
0 34 8.32
0 35 0.29
0 36 0.71
0 37 4.14
0 38 7.15
0 39 5.96
0 40 8.44
0 41 8.47
0 42 9.57
0 43 3.67
0 44 8.8
0 45 1.77
0 46 6.8
0 47 8.35
0 48 0.65
0 49 7.93
0 50 1.69
0 51 5.22
0 52 8.79
0 53 9.85
0 54 9.55
0 55 8.94
0 56 1.65
0 57 1.41
0 58 6.81
0 59 5.18
0 60 6.18
0 61 7.47
0 62 8.09
0 63 7.64
0 64 6.37
0 65 8.65
0 66 2.43
0 67 3.04
0 68 2.94
0 69 7.95
0 70 0.47
0 71 7.73
0 72 7.35
0 73 3.23
0 74 5.61
0 75 8.97
0 76 7.9
0 77 7.51
0 78 9.61
0 79 9.43
0 80 4.81
0 81 1.72
0 82 8.49
0 83 6.7
0 84 0.46
0 85 6.34
0 86 3.94
0 87 8.99
0 88 6.8
0 89 2.69
0 90 5.15
0 91 5.71
0 92 0.57
0 93 3.87
0 94 6.99
0 95 1.99
0 96 8.64
0 97 8.35
0 98 5.08
0 99 9.99
0 100 3.28
0 101 7.82
0 102 5.28
0 103 1.64
0 104 0.58
0 105 7.36
0 106 9.61
0 107 5.2
0 108 6.33
0 109 9.78
0 110 7.34
0 111 4.28
0 112 9.52
0 113 3.54
0 114 8.5
0 115 3.71
0 116 9.57
0 117 6.72
0 118 1.6
0 119 0.52
0 120 8.89
0 121 9.09
0 122 1.11
0 123 4.57
0 124 9.04
0 125 4.63
0 126 9.13
0 127 5.62
0 128 4.75
0 129 2.99
0 130 6.13
0 131 5.57
0 132 9.28
0 133 3.4
0 134 1.87
0 135 0.22
0 136 4.89
0 137 1.27
0 138 8.62
0 139 2.86
0 140 2.96
0 141 2.32
0 142 8.63
0 143 3.93
0 144 0.11
0 145 5.09
0 146 0.33
0 147 9.9
0 148 9.08
0 149 7.65
0 150 7.28
0 151 7.56
0 152 5.65
0 153 2.49
0 154 4.52
0 155 9
0 156 5.43
0 157 9.97
0 158 5.46
0 159 5.61
0 160 7.14
0 161 2.7
0 162 5.19
0 163 8.35
0 164 4.24
0 165 6.32
0 166 3.9
0 167 1.74
0 168 2.24
0 169 2.36
0 170 0.93
0 171 9.05
0 172 1.64
0 173 6.32
0 174 1.17
0 175 3.69
0 176 1.85
0 177 9.33
0 178 2.41
0 179 2.74
0 180 5.14
0 181 8.37
0 182 0.37
0 183 0.95
0 184 4.92
0 185 0.35
0 186 1.58
0 187 0.57
0 188 3.77
0 189 4.2
0 190 8.02
0 191 1.65
0 192 8.51
0 193 4.54
0 194 7.85
0 195 6.04
0 196 2.15
0 197 4.88
0 198 1
0 199 8.59
0 200 3.71
0 201 9.93
0 202 5.28
0 203 0.08
0 204 7.94
0 205 0.65
0 206 2.45
0 207 6.76
0 208 6.51
0 209 4.47
0 210 3.81
0 211 0.77
0 212 8.87
0 213 7.67
0 214 6.99
0 215 4.75
0 216 9.54
0 217 0.41
0 218 0.48
0 219 4.19
0 220 0.16
0 221 6.46
0 222 5.02
0 223 3.6
0 224 1.45
0 225 9.47
0 226 4.63
0 227 1.63
0 228 2.99
0 229 1.08
0 230 7.39
0 231 3.33
0 232 0.28
0 233 0.27
0 234 8.43
0 235 0.21
0 236 3.41
0 237 5.51
0 238 5
0 239 2.32
0 240 6.61
0 241 0.36
0 242 0.42
0 243 1.95
0 244 4.63
0 245 7.54
0 246 9.76
0 247 3.7
0 248 5.84
0 249 6.55
0 250 3.39
0 251 3
0 252 2.67
0 253 6.71
0 254 4.91
0 255 2.5
0 256 1.24
0 257 2.59
0 258 2.56
0 259 0.37
0 260 2.18
0 261 4.85
0 262 9.79
0 263 2.35
0 264 0.42
0 265 3.37
0 266 4.15
0 267 7.31
0 268 6.15
0 269 0.94
0 270 7.62
0 271 1.06
0 272 2.42
0 273 7.76
0 274 9.35
0 275 3.47
0 276 2.6
0 277 7.43
0 278 5.78
0 279 7.67
0 280 8.95
0 281 1.09
0 282 9.25
0 283 0.91
0 284 2.06
0 285 5.5
0 286 7.27
0 287 4.06
0 288 0.1
0 289 6
0 290 7.48
0 291 0.49
0 292 4.26
0 293 1.6
0 294 2.39
0 295 9.28
0 296 8.63
0 297 4.32
0 298 9.71
