100 10
0 1 8.01
0 2 8.77
0 3 1.23
0 4 4.37
0 5 4.84
0 6 5.71
0 7 1.60
0 8 4.83
0 9 0.70
0 10 7.86
0 11 1.74
0 12 1.32
0 13 2.64
0 14 7.30
0 15 6.24
0 16 3.59
0 17 0.62
0 18 2.36
0 19 0.80
0 20 0.78
0 21 6.76
0 22 1.13
0 23 3.53
0 24 1.48
0 25 4.91
0 26 3.78
0 27 2.22
0 28 5.71
0 29 4.32
0 30 2.87
0 31 4.29
0 32 6.78
0 33 0.90
0 34 1.17
0 35 3.91
0 36 0.35
0 37 4.77
0 38 3.22
0 39 3.53
0 40 0.97
0 41 8.81
0 42 4.94
0 43 0.56
0 44 5.16
0 45 4.37
0 46 7.50
0 47 1.02
0 48 9.26
0 49 4.53
0 50 7.91
0 51 7.64
0 52 0.90
0 53 7.23
0 54 2.60
0 55 5.09
0 56 7.52
0 57 7.58
0 58 7.36
0 59 5.95
0 60 9.36
0 61 8.21
0 62 7.00
0 63 0.44
0 64 7.81
0 65 2.27
0 66 5.74
0 67 4.88
0 68 6.79
0 69 5.58
0 70 7.52
0 71 0.09
0 72 2.10
0 73 7.16
0 74 7.78
0 75 5.95
0 76 8.75
0 77 2.41
0 78 7.16
0 79 5.51
0 80 3.78
0 81 8.13
0 82 2.97
0 83 8.76
0 84 9.39
0 85 6.13
0 86 2.88
0 87 7.20
0 88 2.42
0 89 3.19
0 90 9.04
0 91 3.82
0 92 1.46
0 93 2.77
0 94 5.91
0 95 6.55
0 96 4.40
0 97 7.00
0 98 3.15
0 99 4.19
1 2 4.67
1 3 2.98
1 4 8.54
1 5 6.64
1 6 4.89
1 7 4.81
1 8 2.83
1 9 0.63
1 10 2.84
1 11 9.09
1 12 1.35
1 13 9.06
1 14 4.17
1 15 8.28
1 16 1.79
1 17 1.85
1 18 5.44
1 19 6.02
1 20 8.77
1 21 4.99
1 22 5.09
1 23 3.07
1 24 2.84
1 25 2.94
1 26 8.60
1 27 2.44
1 28 3.38
1 29 6.19
1 30 5.53
1 31 9.32
1 32 3.34
1 33 8.39
1 34 4.38
1 35 7.65
1 36 5.02
1 37 8.03
1 38 0.35
1 39 3.41
1 40 5.79
1 41 7.03
1 42 0.03
1 43 8.96
1 44 8.28
1 45 1.31
1 46 9.21
1 47 5.80
1 48 3.17
1 49 6.39
1 50 6.70
1 51 6.92
1 52 3.00
1 53 6.17
1 54 7.07
1 55 9.76
1 56 3.69
1 57 9.48
1 58 1.99
1 59 4.15
1 60 7.61
1 61 0.01
1 62 7.88
1 63 7.92
1 64 1.01
1 65 4.11
1 66 8.75
1 67 0.73
1 68 0.63
1 69 2.66
1 70 0.53
1 71 0.01
1 72 9.85
1 73 3.15
1 74 9.58
1 75 9.66
1 76 3.55
1 77 1.74
1 78 8.80
1 79 6.00
1 80 9.65
1 81 4.69
1 82 5.79
1 83 10.00
1 84 0.04
1 85 0.54
1 86 6.93
1 87 0.29
1 88 1.62
1 89 5.13
1 90 0.79
1 91 7.91
1 92 8.53
1 93 9.50
1 94 2.89
1 95 2.36
1 96 2.40
1 97 2.91
1 98 8.64
1 99 4.79
2 3 9.24
2 4 9.57
2 5 6.07
2 6 1.64
2 7 1.93
2 8 1.55
2 9 1.63
2 10 2.92
2 11 0.91
2 12 5.30
2 13 6.09
2 14 6.19
2 15 4.25
2 16 5.60
2 17 4.35
2 18 7.33
2 19 7.31
2 20 8.13
2 21 5.00
2 22 7.31
2 23 1.55
2 24 2.96
2 25 5.78
2 26 5.98
2 27 3.75
2 28 8.85
2 29 2.63
2 30 2.48
2 31 2.97
2 32 0.10
2 33 0.20
2 34 1.36
2 35 7.68
2 36 8.59
2 37 8.51
2 38 5.38
2 39 1.15
2 40 3.87
2 41 9.58
2 42 5.18
2 43 0.42
2 44 8.05
2 45 6.01
2 46 3.29
2 47 6.55
2 48 3.61
2 49 7.28
2 50 5.38
2 51 9.05
2 52 5.03
2 53 8.39
2 54 1.76
2 55 3.65
2 56 2.65
2 57 3.76
2 58 3.09
2 59 3.69
2 60 7.81
2 61 9.68
2 62 5.43
2 63 3.13
2 64 7.57
2 65 5.78
2 66 9.59
2 67 6.92
2 68 7.60
2 69 3.16
2 70 9.23
2 71 2.58
2 72 1.71
2 73 9.57
2 74 0.15
2 75 3.99
2 76 7.70
2 77 9.04
2 78 2.46
2 79 7.91
2 80 8.56
2 81 8.65
2 82 5.57
2 83 7.02
2 84 5.50
2 85 6.65
2 86 0.85
2 87 5.85
2 88 0.70
2 89 0.88
2 90 8.77
2 91 0.36
2 92 7.81
2 93 2.92
2 94 5.54
