500 50
0 1 6.75
0 2 6.82
0 3 6.98
0 4 9.06
0 5 3.71
0 6 4.52
0 7 2.49
0 8 1.73
0 9 4.81
0 10 8.48
0 11 0.14
0 12 3.07
0 13 3.75
0 14 3.41
0 15 5.39
0 16 7.64
0 17 0.45
0 18 9.93
0 19 0.83
0 20 7.44
0 21 0.19
0 22 0.05
0 23 2.45
0 24 9.72
0 25 7.3
0 26 1.87
0 27 5.41
0 28 9.12
0 29 2.67
0 30 7.56
0 31 8.41
0 32 6.05
0 33 6.45
0 34 6.26
0 35 2.12
0 36 1.97
0 37 1.55
0 38 5.28
0 39 1.48
0 40 0.46
0 41 4.28
0 42 9.17
0 43 9.94
0 44 7.16
0 45 4.96
0 46 4.38
0 47 6.6
0 48 4.1
0 49 4.21
0 50 5.63
0 51 1.28
0 52 2.31
0 53 5.18
0 54 2.26
0 55 9.11
0 56 9.71
0 57 9.27
0 58 4.5
0 59 1.74
0 60 9.54
0 61 5.08
0 62 1.64
0 63 3.03
0 64 1.96
0 65 8.88
0 66 0.15
0 67 5.09
0 68 5.02
0 69 8.67
0 70 3.29
0 71 0.69
0 72 8.37
0 73 9.16
0 74 0.59
0 75 8.92
0 76 3.69
0 77 2.47
0 78 7.69
0 79 4.78
0 80 9.63
0 81 5.08
0 82 7.01
0 83 2.51
0 84 5.56
0 85 9.25
0 86 3.44
0 87 0.54
0 88 2.28
0 89 6.69
0 90 1.16
0 91 1.86
0 92 9.58
0 93 5.47
0 94 8.56
0 95 7.41
0 96 2.63
0 97 7.77
0 98 4.9
0 99 4.04
0 100 6.51
0 101 5.23
0 102 1.07
0 103 4.72
0 104 2.64
0 105 7.79
0 106 1.34
0 107 8.28
0 108 2.34
0 109 1.53
0 110 8.02
0 111 6.74
0 112 3.43
0 113 6.67
0 114 4.46
0 115 0.58
0 116 1.22
0 117 1.79
0 118 3.32
0 119 1.02
0 120 7.65
0 121 7.43
0 122 0.18
0 123 4.01
0 124 7.41
0 125 6.4
0 126 1.85
0 127 3.11
0 128 9.43
0 129 8.35
0 130 4.94
0 131 9.37
0 132 5.37
0 133 0.45
0 134 7.37
0 135 7.8
0 136 8.12
0 137 5.77
0 138 3.52
0 139 2.58
0 140 4.62
0 141 1.05
0 142 2.9
0 143 0.24
0 144 5.18
0 145 8.96
0 146 9.48
0 147 4.44
0 148 1.97
0 149 4.28
0 150 6.34
0 151 6.95
0 152 1.67
0 153 0.37
0 154 3.74
0 155 7.51
0 156 4.04
0 157 0.22
0 158 2.71
0 159 8.88
0 160 2.18
0 161 3.48
0 162 6.26
0 163 6.91
0 164 8.49
0 165 3.48
0 166 7.92
0 167 8.07
0 168 8.33
0 169 9.49
0 170 7.99
0 171 1.73
0 172 1.61
0 173 6.01
0 174 7.13
0 175 0.56
0 176 2.85
0 177 8.53
0 178 7.56
0 179 1.55
0 180 8.1
0 181 2.84
0 182 7.44
0 183 7.65
0 184 6.1
0 185 7.14
0 186 4.57
0 187 3.11
0 188 2.1
0 189 3.09
0 190 9.74
0 191 5.88
0 192 4.22
0 193 1.86
0 194 7.6
0 195 4.23
0 196 0.89
0 197 7.69
0 198 0.64
0 199 6.53
0 200 7.13
0 201 9.91
0 202 8.45
0 203 9.77
0 204 4.96
0 205 7.01
0 206 4.91
0 207 1.94
0 208 7.39
0 209 6.81
0 210 2.87
0 211 6.05
0 212 0.27
0 213 9.35
0 214 8.58
0 215 1.37
0 216 4.71
0 217 6.06
0 218 8.04
0 219 3.65
0 220 2.12
0 221 2.78
0 222 4.09
0 223 1.67
0 224 7.77
0 225 3.01
0 226 3.75
0 227 3.57
0 228 4.31
0 229 0.8
0 230 4.06
0 231 8.06
0 232 1.16
0 233 7.58
0 234 0.7
0 235 8.94
0 236 2.88
0 237 4.07
0 238 1.86
0 239 2.66
0 240 6.15
0 241 3.75
0 242 0.3
0 243 2.08
0 244 4.8
0 245 0.22
0 246 7.15
0 247 0.73
0 248 6.88
0 249 9.21
0 250 2.62
0 251 4.28
0 252 5.03
0 253 9.99
0 254 7.97
0 255 7.14
0 256 5.36
0 257 0.33
0 258 4.67
0 259 8.87
0 260 4.28
0 261 4.5
0 262 2.22
0 263 0.16
0 264 9.6
0 265 0.27
0 266 0.71
0 267 9.35
0 268 5.6
0 269 5.04
0 270 1.21
0 271 6.11
0 272 4.07
0 273 4.48
0 274 2.27
0 275 5.51
0 276 3.4
0 277 4.34
0 278 3.06
0 279 8.81
0 280 9.86
0 281 9.49
0 282 8.51
0 283 5.21
0 284 0.56
0 285 9.5
0 286 9.64
0 287 6.82
0 288 4.43
0 289 9.67
0 290 6.48
0 291 9.28
0 292 2.82
0 293 8.17
0 294 8.42
0 295 5.27
0 296 0.86
0 297 6.71
0 298 8.47
0 299 4.72
0 300 2.58
0 301 8.38
0 302 1.12
0 303 8.45
0 304 5.98
0 305 3.71
0 306 9.98
0 307 8
0 308 3.47
0 309 8.67
0 310 1.49
0 311 2.77
0 312 2.32
0 313 1.49
0 314 1.85
0 315 7.9
0 316 8.5
0 317 4.98
0 318 9.88
0 319 8.67
0 320 0.57
0 321 5.24
0 322 0.44
0 323 0.5
0 324 3.03
0 325 8.59
0 326 3.9
0 327 2.5
0 328 0.63
0 329 8.29
0 330 7.36
0 331 9.13
0 332 5.62
0 333 3.91
0 334 6.44
0 335 9.55
0 336 4.44
0 337 6.36
0 338 4.53
0 339 1.92
0 340 8.64
0 341 0.34
0 342 4.63
0 343 8.91
0 344 1.65
0 345 6.6
0 346 5.43
0 347 7.46
0 348 0.36
0 349 0.49
0 350 2.62
0 351 1.3
0 352 9.76
0 353 5.44
0 354 9.53
0 355 1.47
0 356 4.93
0 357 4.32
0 358 7.75
0 359 2.31
0 360 9.16
0 361 3.38
0 362 0.36
0 363 2.9
0 364 6.58
0 365 7.98
0 366 8.06
0 367 5.02
0 368 0.5
0 369 5.76
0 370 0.87
0 371 1.75
0 372 0.67
0 373 3.64
0 374 8.63
0 375 2.92
0 376 2.26
0 377 2.29
0 378 2.95
0 379 8.95
